edgeId,edge_coordinates,connected_edges
24156847#9,"[(24.461743802494446, 54.370049784652956), (24.461776923252163, 54.37001852907829), (24.461831178720406, 54.36996740924591)]","['24156847#8', '24156847#10']"
24156849#0,"[(24.4656818833236, 54.3661034270874), (24.46501766921881, 54.36673305079467)]","['682791873#1', '90658084#1', '480459559', '24156849#1']"
24156849#1,"[(24.464969898161677, 54.36677812202939), (24.464775712715404, 54.36696172516069)]","['24156849#0', '24156849#2']"
24156849#10,"[(24.45963911202318, 54.371815612987895), (24.459286330399788, 54.37214901630931)]","['24156849#9', '24177960#1', '91577722', '24156849#11']"
24156849#11,"[(24.459178444010373, 54.37225094311675), (24.459127562868044, 54.37229893411807)]","['24156849#10', '473176593#0', '473176589']"
24156849#2,"[(24.464708672775835, 54.367024946298386), (24.463882997280567, 54.36780523572438)]","['24156849#1', '24177953', '24177936', '24156849#3']"
24156849#3,"[(24.463829011653733, 54.36785625312959), (24.4637605534692, 54.3679209818804)]","['24156849#2', '24156849#4']"
24156849#4,"[(24.463705946547822, 54.36797260374037), (24.46346860540688, 54.36819693723014)]","['24156849#3', '480460956', '24177955#0', '24156849#5']"
24156849#5,"[(24.463308067477648, 54.3683485783024), (24.461796721057922, 54.369776734457766)]","['-24177955#0', '24156849#4', '-24177955#1', '24156849#6']"
24156849#6,"[(24.461695673889118, 54.36987221261194), (24.461488607559186, 54.370067906158184)]","['24156849#5', '24177955#1', '66018251#0', '24156849#7']"
24156849#7,"[(24.461433821004352, 54.370119628456024), (24.461360301343113, 54.37018919285719)]","['24156849#6', '24156849#8']"
24156849#8,"[(24.46130631472225, 54.37024020819899), (24.461029189996882, 54.370502138703195)]","['24156849#7', '66018251#1', '24177960#0', '24156849#9']"
24156849#9,"[(24.46097564577649, 54.37055265156213), (24.459695230331977, 54.371762582705095)]","['24156849#8', '24156849#10']"
24156868#0,"[(24.450404276010723, 54.37235634750021), (24.450479079702493, 54.372261918240724), (24.45126194765519, 54.37151458159761)]","['24157061#4', '-90658045#1', '24156868#1']"
24156868#1,"[(24.45135896591726, 54.37142087318166), (24.452286555348362, 54.37051552632414)]","['24156868#0', '90658045#1', '119134150', '24156868#2']"
24156868#2,"[(24.452340917046385, 54.37046529611252), (24.4524525919764, 54.37036329530189)]","['24156868#1', '24156868#3']"
24156868#3,"[(24.452501001365857, 54.37031851281941), (24.453292991048585, 54.36955143982793)]","['24156868#2', '473167696', '754121964', '24156868#4']"
24156868#4,"[(24.453356453026686, 54.369489976775036), (24.45478216675113, 54.36810925593424), (24.4548629978873, 54.368044965338854), (24.454964265304596, 54.3679932648296), (24.454992527199423, 54.367983606171265)]","['-754121964', '24156868#3', '24157056#1']"
24156870#0,"[(24.455556068870084, 54.367439256682175), (24.455607791805157, 54.36735161093033), (24.45567114287096, 54.367273484618494), (24.45712735235847, 54.36584179163414), (24.457277810072153, 54.365697070403094)]","['24157056#3', '66017943', '24156870#1']"
24156870#1,"[(24.457375363510128, 54.365603243135055), (24.457493334394513, 54.36548986226125)]","['24156870#0', '24156870#2']"
24156870#2,"[(24.457546503960888, 54.36543866652571), (24.458016074885425, 54.36498716063972), (24.459572042135857, 54.36352227609204)]","['24156870#1', '66018006', '24177929', '24156870#3']"
24156870#3,"[(24.45962468331396, 54.363471878473725), (24.459679368598355, 54.36341966339161)]","['24156870#2', '24156870#4']"
24156870#4,"[(24.45973298668671, 54.363368357914965), (24.460023454724748, 54.363090854338324)]","['24156870#3', '480297001', '24156870#5']"
24156870#5,"[(24.460057366996047, 54.36305849640627), (24.46025240190879, 54.3628721166738), (24.46156753933471, 54.361608322542146)]","['24156870#4', '90658023#0', '682791225#0']"
24156881#0,"[(24.45306690877463, 54.364294788932355), (24.453067507659394, 54.36429290311944)]","['180172018#2', '24156881#1']"
24156881#1,"[(24.45308950673284, 54.364245019922336), (24.45310475219893, 54.36421354583987), (24.453148831265644, 54.364143117171324), (24.45320045542033, 54.364075785079905)]","['24156881#0', '682785833#0']"
24156884#0,"[(24.46969302014985, 54.34806644222072), (24.469547237763045, 54.34820646622571)]","['-24175585#1', '24156884#1']"
24156884#1,"[(24.469481735317128, 54.34826937129241), (24.469309813798077, 54.34843449630578), (24.468655894571352, 54.349062384400064)]","['24156884#0', '24175585#1', '-24175584#1', '24156884#2']"
24156884#2,"[(24.46855739564929, 54.34915566106003), (24.468154698050277, 54.349531808143375)]","['24156884#1', '24175584#1', '-24175574#2', '24156884#3', '24175574#3']"
24156884#3,"[(24.468055114396538, 54.34962500816478), (24.467749936190458, 54.34991125006653)]","['-24175574#3', '24156884#2', '24175574#2', '480879363#0', '24156884#4']"
24156884#4,"[(24.467657883332098, 54.349999016229404), (24.466753701850948, 54.35086464346354)]","['-480879363#0', '24156884#3', '24156884#5', '24175588#0']"
24156884#5,"[(24.466689933133, 54.350926128901975), (24.46624985906305, 54.35135338566868)]","['-24175588#0', '24156884#4', '-480879364', '24156884#6']"
24156884#6,"[(24.466187087710566, 54.35141514554799), (24.46561703887963, 54.35198351290636)]","['24156884#5', '480879364', '170334925#0', '24156884#7']"
24156884#7,"[(24.46543140416203, 54.35215951471081), (24.465399714703274, 54.35218980896991)]","['24156884#6', '682772429']"
24156891#0,"[(24.446004663991072, 54.356412985898345), (24.446015026765195, 54.35641720620185), (24.44611515081928, 54.356465496471415), (24.446176190772018, 54.35650839133095), (24.4464731522431, 54.356891728387566)]","['24157304#0', '24165487', '24156891#1']"
24156891#1,"[(24.446527219705686, 54.35695912121519), (24.446562544819887, 54.357002454490896)]","['24156891#0', '24156891#2']"
24156891#2,"[(24.446610877203657, 54.3570618825741), (24.44698941343776, 54.357527027604135)]","['24156891#1', '479542243', '-479542242#1', '24156891#3']"
24156891#3,"[(24.447075403680206, 54.35763417768929), (24.447380232630838, 54.358018539118675)]","['24156891#2', '479542242#1', '89783736#0', '682777777#0']"
24156892#0,"[(24.447890623901795, 54.35837505092082), (24.447883887876284, 54.35836661385703)]","['682777775#5', '24156892#1']"
24156892#1,"[(24.447865619234083, 54.35834382562742), (24.447864420517263, 54.358342371740505)]","['24156892#0', '682777773#3', '24156892#2']"
24156892#2,"[(24.447772711208387, 54.35822814255247), (24.447768743833294, 54.358223197086076)]","['24156892#1', '682777773#2', '24156892#3', '682777770#2']"
24156892#3,"[(24.44766956113421, 54.35809965908494), (24.4476683624154, 54.358098205202644)]","['24156892#2', '682777770#1', '24156892#4']"
24156892#4,"[(24.447644833973364, 54.35806882248201), (24.447634132276523, 54.35805553855221)]","['24156892#3', '682777774']"
24157054#0,"[(24.452874890528115, 54.36488198752792), (24.452876529986042, 54.36488284077975)]","['180172018#0', '24157054#1']"
24157054#1,"[(24.45291140630773, 54.36491090525135), (24.452976783646392, 54.36497491446967), (24.45307194108825, 54.36509046189429), (24.45425951164576, 54.366524703240565)]","['24157054#0', '89678478', '24157054#2']"
24157054#2,"[(24.45431895948488, 54.366600669087525), (24.454435480099875, 54.36675097422467)]","['24157054#1', '24157054#3']"
24157054#3,"[(24.454486181575856, 54.366817065163495), (24.45481843880712, 54.367269427057366), (24.454859877009653, 54.36736331867452)]","['24157054#2', '473167698', '24157056#7']"
24157055#0,"[(24.455041910973097, 54.36719704239378), (24.454979380985332, 54.367146184031355), (24.453193520828695, 54.364987362449625), (24.453110384279892, 54.36487797363575), (24.45305714797832, 54.36477525882304)]","['24157056#5', '24157055#1']"
24157055#1,"[(24.453036993119746, 54.364727069927646), (24.453036412254047, 54.36472481428357)]","['24157055#0', '180172018#2']"
24157056#0,"[(24.45489962227296, 54.36773302624887), (24.45494559969932, 54.3678232741661), (24.45500134989992, 54.36787871077643)]","['24157056#8', '24157056#1']"
24157056#1,"[(24.455135821379272, 54.36794562443207), (24.45517580756958, 54.367951004832236)]","['24156868#4', '24157056#0', '473176596#0', '24157056#2']"
24157056#2,"[(24.455362337927202, 54.36789772858522), (24.4554244344999, 54.36784082759323), (24.455439627322427, 54.367816650708)]","['24157056#1', '24157056#3']"
24157056#3,"[(24.455501290513947, 54.367651989702985), (24.45550278650437, 54.36758244614857)]","['24157056#2', '473176593#6', '24156870#0', '24157056#4']"
24157056#4,"[(24.455460110861807, 54.36743306838786), (24.455432466624355, 54.36738493526619), (24.45540280463601, 54.367355676559406)]","['24157056#3', '24157056#5']"
24157056#5,"[(24.4552689130796, 54.367275440513076), (24.455212693041535, 54.367265566576755)]","['24157056#4', '59988636#10', '24157055#0', '24157056#6']"
24157056#6,"[(24.455034119777135, 54.367309311294214), (24.454973782392155, 54.36735838644958), (24.454959766874968, 54.367377608868324)]","['24157056#5', '24157056#7']"
24157056#7,"[(24.454887862639225, 54.3675294671648), (24.45487988877774, 54.3675950039264)]","['24157054#3', '24157056#6', '24157057', '24157056#8']"
24157056#8,"[(24.454902675639538, 54.3677632325811), (24.454902980647095, 54.36776519821457)]","['24157056#7', '24157056#0']"
24157057,"[(24.45481579243225, 54.367801323349255), (24.454771273329424, 54.36787767693434), (24.45469444261048, 54.367964364890774), (24.450379419646833, 54.37213107969825), (24.45028829694807, 54.37219015607137), (24.450276711425282, 54.37219345295414)]","['24157056#7', '24157061#6']"
24157058#0,"[(24.459105420124587, 54.3726552494469), (24.459144034021374, 54.37270498162508)]","['473176591#6', '473176595', '24157058#1']"
24157058#1,"[(24.45923009594425, 54.37281550338504), (24.459583305900537, 54.373274760020635)]","['24157058#0', '75374708', '147396365', '24157058#2']"
24157058#10,"[(24.4627642360979, 54.37729879028312), (24.462784738904336, 54.377328242824746)]","['24157058#9', '24157058#11']"
24157058#11,"[(24.462816068426008, 54.377371768797616), (24.462824362689492, 54.37738293653885)]","['24157058#10', '59988637']"
24157058#2,"[(24.45964448507513, 54.373354443244935), (24.45994197827736, 54.37374199134318)]","['-147396365', '24157058#1', '-147396365', '24157058#3']"
24157058#3,"[(24.460017803574463, 54.37384128895361), (24.460388695408792, 54.37430543516713)]","['147396365', '24157058#2', '24187194#0', '24157058#4']"
24157058#4,"[(24.46047409208186, 54.37441279295523), (24.460729892840682, 54.374735861303726)]","['-24187194#0', '24157058#3', '24157058#5']"
24157058#5,"[(24.460759422567037, 54.37477316191247), (24.46125791735048, 54.3754026886933)]","['24157058#4', '479186529', '24157058#6']"
24157058#6,"[(24.461300826283196, 54.37545681998867), (24.46130198017703, 54.3754582997737)]","['24157058#5', '24187190', '24157058#7']"
24157058#7,"[(24.461369481739865, 54.37554349913681), (24.46227517983274, 54.37667055654757)]","['24157058#6', '24157058#8', '482739678#0']"
24157058#8,"[(24.46231354350764, 54.37671894057892), (24.46268227995442, 54.37718805400403)]","['24157058#7', '86374306#0', '24157058#9']"
24157058#9,"[(24.462766336575932, 54.377301507704146), (24.462767535993365, 54.37730301123124)]","['24157058#8', '24157058#10']"
24157060#0,"[(24.44789188699468, 54.36948399991965), (24.447894142205218, 54.369380232850105), (24.447877840597364, 54.36931480970378)]","['24157060#8', '24157340#0', '24157060#1']"
24157060#1,"[(24.447825349430776, 54.36919768671047), (24.447817990275336, 54.369184529491235), (24.447772232764798, 54.36913795809039)]","['24157060#0', '24157060#2']"
24157060#2,"[(24.447640458568188, 54.36906004635836), (24.447598113883167, 54.3690487990933), (24.44754969659064, 54.369046452774576)]","['24157060#1', '24157339#7', '24157229#0', '24157060#3']"
24157060#3,"[(24.447359486433005, 54.36911133471246), (24.44733600169748, 54.36912582277429), (24.447293627802473, 54.36917511214274)]","['24157060#2', '24157060#4']"
24157060#4,"[(24.447214465022505, 54.36933529387945), (24.447202892140623, 54.36940671829177), (24.447207286097314, 54.3694724870369)]","['24157060#3', '24157223#1', '24157343#0', '24157060#5']"
24157060#5,"[(24.447250657778888, 54.36961533458052), (24.44728736929324, 54.36967629125173), (24.447291775424503, 54.36968053782769)]","['24157060#4', '24157060#6']"
24157060#6,"[(24.44738755591656, 54.36975949337757), (24.447443494255296, 54.36978948700735), (24.44754128392335, 54.369807569048405), (24.447605847870506, 54.36979903084913)]","['24157060#5', '24157345', '24157230#0', '24157060#7']"
24157060#7,"[(24.447719204042407, 54.36975733788279), (24.447729498948984, 54.36975249018401), (24.447804054465845, 54.369685377174626)]","['24157060#6', '24157060#8']"
24157060#8,"[(24.447869051449942, 54.36956689829075), (24.447889774535746, 54.36949745249669)]","['24157060#7', '24157232#1', '24157060#0']"
24157061#0,"[(24.449709015182336, 54.37257269710195), (24.449713248429184, 54.37261372336412)]","['24157061#8', '24167925#0', '24157061#1']"
24157061#1,"[(24.449762608102912, 54.372758521232655), (24.44980493799378, 54.37282084242), (24.44984477407767, 54.372853932650564)]","['24157061#0', '24157061#2']"
24157061#2,"[(24.44998881919525, 54.372921341152306), (24.45004251055169, 54.37292594578093)]","['24157061#1', '24167926#2', '24157239', '24157061#3']"
24157061#3,"[(24.4502043861023, 54.372876839211735), (24.45023414050918, 54.37285955928418), (24.450265603926653, 54.37282637003151)]","['24157061#2', '24157061#4']"
24157061#4,"[(24.450352942842834, 54.372679425462756), (24.450367152527715, 54.37262460733846), (24.4503711709249, 54.372544267249076), (24.450363521698616, 54.372493649305476)]","['24157061#3', '24157240#5', '24156868#0', '24157061#5']"
24157061#5,"[(24.450311968479614, 54.37235767140538), (24.45026097535319, 54.372295431334784)]","['24157061#4', '24157061#6']"
24157061#6,"[(24.45013943351049, 54.372219373063544), (24.450074052570653, 54.372201700964425), (24.450005776697775, 54.37220439955992)]","['24157057', '24157061#5', '24157232#0', '24157061#7']"
24157061#7,"[(24.44987007441738, 54.372253456714446), (24.449793001804615, 54.37232121332186), (24.4497873070321, 54.37233109239782)]","['24157061#6', '24157061#8']"
24157061#8,"[(24.44972606529985, 54.372452846240165), (24.44971468671893, 54.37249399924657), (24.44970893746745, 54.37256303640922)]","['24157061#7', '24157230#3', '24157061#0']"
24157062#0,"[(24.45402287947974, 54.37768267019523), (24.45408103905785, 54.377622306387565)]","['24157062#9', '24157062#1']"
24157062#1,"[(24.45414917367765, 54.377476250852425), (24.45415714425821, 54.37742067329032)]","['24157062#0', '415113200#8', '473176591#0', '24157062#2']"
24157062#2,"[(24.454113138684196, 54.37721492210363), (24.45410908802842, 54.37720514615502), (24.454061848760865, 54.37714588103817)]","['24157062#1', '24157062#3']"
24157062#3,"[(24.45394503757985, 54.37706666142203), (24.453883786681033, 54.37704771768868), (24.45381727221258, 54.37704791250831)]","['24157062#2', '473176588#9', '24157240#0', '24157062#4']"
24157062#4,"[(24.45367484077436, 54.37709937364343), (24.45361749033005, 54.377143944981285)]","['24157062#3', '24157062#5']"
24157062#5,"[(24.45354882734539, 54.37725954412893), (24.45352598342024, 54.37733179682235), (24.453523885940264, 54.377408549655755)]","['24157062#4', '638548220#4', '24177414#0', '24157062#6']"
24157062#6,"[(24.45355131143983, 54.37754306110424), (24.453553143701754, 54.37754982642909), (24.453614717571746, 54.37764458575295), (24.45367190033277, 54.37768915097785)]","['24157062#5', '24157062#7']"
24157062#7,"[(24.453817199262993, 54.377745694975886), (24.453819007133845, 54.37774585472856)]","['24157062#6', '24177413#1', '24157062#8']"
24157062#8,"[(24.453849042669766, 54.377744739647106), (24.453890474881852, 54.3777398389728)]","['24157062#7', '24157258#0', '24157062#9']"
24157062#9,"[(24.454007268446535, 54.37769324778964), (24.454010669531517, 54.377691599767914)]","['24157062#8', '24157062#0']"
24157063#0,"[(24.446550757014595, 54.3763822747713), (24.446613823265363, 54.37629262922944), (24.44664819638756, 54.376177450957876), (24.44664630699999, 54.37608422136299)]","['24157063#4', '24167926#0', '24157063#1']"
24157063#1,"[(24.44660720276971, 54.375947691879084), (24.446560476306043, 54.37587639158), (24.446515584505736, 54.37583798325797)]","['24157063#0', '24157063#2']"
24157063#2,"[(24.446377994217617, 54.375773199625016), (24.446329416420138, 54.375766811729456), (24.44628094862622, 54.37577195687335)]","['24157063#1', '24167925#5', '24167927#0', '24157063#3']"
